texto,etiqueta,tipo,origen,,,,,,,
"En la iniciativa de Alfonso Ramírez Cuéllar, Mariana Benítez, Olga Sánchez Cordero y el senador Javier Corral se reconoce expresamente la labor de @USER . Me alegra que les estén llegando momentos de lucidez a nuestros legisladores, después de ver la hecatombe generada.",0,neutro o no misogino,real,,,,,,,
Lo que tiene que hacer esta señora es promover la separación de los ministros del acordeón en @USER y hacer nuevas elecciones con reglas claras.,0,neutro o no misogino,real,,,,,,,
Nunca la tuvo es una corrupta como los demás.,0,neutro o no misogino,real,,,,,,,
Valla hasta que te cayó una gota de dignidad @USER de hablar algo congruente todos los integrantes de la @USER están jodidsss no saben nada del tema son unos medios huizaches eso viven como reyes ch,0,neutro o no misogino,real,,,,,,,
"@USER Es culpable del desastre de la @USER Es cómplice de la destrucción de la justicia y del país, ya se arrepiente de sus pendejadas ? Lo dudo, solo que los están exhibiendo por brutos y burrros",0,neutro o no misogino,real,,,,,,,
Pues no hubieran hecho reforma y dejarán trabajar a la Ministra Piña! @USER,0,neutro o no misogino,real,,,,,,,
@USER DESPUES DE AHOGADO EL NIÑO QUIERE TAPAR EL POZO DEBIO PENSARLO ANTES DE APOYAR ESTA GROTESCA REFORMA,0,neutro o no misogino,real,,,,,,,
"Los liderazgos d las mayorías parlamentarias se han negado a procesar la iniciativa --suscrita por los @USER @USER @USER @USER y @USER , y por los @USER @USER y @USER -- bajo el argumento d q cualquier",0,neutro o no misogino,real,,,,,,,
@USER conociendo tu estilo legal=político a toda respuesta de informes previos o justificados vas a decir que no y vas a proponer la ley eliminar el amparo @USER también la consejera jurídica debe de tener experiencia en amparo En fin ustedes hacen todo mal,0,neutro o no misogino,real,,,,,,,
"Seguro se quiere ir de inmigrante a Ecuador. Ahí le estaría yendo a toda madre seguramente. O quizá a Argentina, ya aprendieron a comer carne de burro. Y no te digo cuál parte disfrutaría más.",0,neutro o no misogino,real,,,,,,,
Que se vaya mucho a ching@USER a su pvta madr3 @USER ; miserable igual que @USER .,1,explicita,real,,,,,,,
Siempre asido una traidora Olga Sánchez cordero,0,neutro o no misogino,real,,,,,,,
"También pienso que es la presión de Estados Unidos, que están condicionando las negociaciones del TMEC con echar atrás la reforma del Poder Judicial. No es casual que figuras importantes como Olga Sánchez Cordero y Javier Corral hayan estén en contra después que la aprobaron.",0,neutro o no misogino,real,,,,,,,
"Oiga @USER , fabulosa la reforma judicial (así, con minúsculas). El poco prestigio que le quedaba, vaya que lo tiro al caño. Además, condenó a su hija a vivir el circo 4T. Así están los nuevos magistrados de la scjn (también con minúsculas). CULPABLE, amlo y Cia. Ej",0,neutro o no misogino,real,,,,,,,
"Excelentes representantes de Morena, Adán Augusto Lopez, Mario Delgado,Manuel Barrett, Rocio Nahle, Marcelo Ebrard, Olga Sánchez Cordero, Layda Sansores,Alfonso Durazo,Rubén Rocha Moya,Américo Villareal Salgado Macedonio, Yeiocol polevsky ,Miguel Ángel Yunes, Manuel Velazco ,",0,neutro o no misogino,real,,,,,,,
"Luciano Pascoe el pivote de la guerra sucia que ordena su jefe Ricardo Salinas a Ramón Alberto Garza, sí, el mismo que se ostentaba como “asesor” de Olga Sánchez Cordero en Gobernación para abrir puertas en la 4T y amarrar negocios de terceros, ahora se rasga las vestiduras",0,neutro o no misogino,real,,,,,,,
"Felicidades!!! Es un orgullo seguramente participar en la destrucción de la democracia, vieja riquilla pedorra.",1,explicita,real,,,,,,,
"Mientras los ex ministros y magistrados de la SCJN como @USER y @USER seguirán cobrando sus pensiones millonarias además de sus sueldos como ""funcionarios y servidores"" de la 4T.",0,neutro o no misogino,real,,,,,,,
"Lo que queda de la impresentable corrupta delincuente, @USER",0,neutro o no misogino,real,,,,,,,
Comenzamos los trabajos de hoy en @USER,0,neutro o no misogino,real,,,,,,,
"¿Por qué en la Constitución están escritas estas pendejadas, @USER @USER @USER ?",0,neutro o no misogino,real,,,,,,,
En la junta directiva de la Comisión de Derechos Humanos de la @USER estamos analizando diversos dictámenes sobre puntos de acuerdo.,0,neutro o no misogino,real,,,,,,,
"Vaya! Leí su fundamentación, al final tiene Usted razón. Sólo quedaría el asunto de la interpretación, lo cual, si algún grupo de legisladores intenta presentar una eventual controversia, sería la SCJN la que tendría que resolver. Pues bueno, si se puede y si deberían.",0,neutro o no misogino,real,,,,,,,
Y ahora si va votar ? O se va sustentar con permiso médico,0,neutro o no misogino,real,,,,,,,
"En la sesión de pleno de @USER aprobamos en lo general y en lo particular el proyecto de Decreto por el que se reforma el artículo 73, fracción XXI, inciso a) de la Constitución Política de los Estados Unidos Mexicanos, en materia de feminicidio.",0,neutro o no misogino,real,,,,,,,
Iniciativa de elección judicial La diputada Olga Sánchez Cordero reconoce que ha habido renuncias y otras situaciones que se han presentado en el poder judicial derivado de la pasada elecicon. Por lo que sostiene que el proyecto busca la profesionalización de los perfiles.,0,neutro o no misogino,real,,,,,,,
Olga Sánchez Cordero diputada federal de Morena. #Video: Ivonne Cárdenas Pérez,0,neutro o no misogino,real,,,,,,,
¡Acompáñenos a este importante foro! #neurodivergencia,0,neutro o no misogino,real,,,,,,,
"Xq la TRAIDORA @USER no hace un DECRETO RETROACTIVO para quitarles a POLÍTICOS GOBERNADORES PDTES MUNICIPALES, Y PDTES D LA REP. MINISTROS A LO Q NO LES QUITO SU PENSIÓN DORADA PARA NO DAÑAR A @USER @USER , q les QUITE LO Q HAN ROBADO D MEXICANOS",1,explicita,real,,,,,,,
@USER @USER @USER @USER @USER @USER Qué opinan de la ministra? Es lo que merece nuestro país?,0,neutro o no misogino,real,,,,,,,
"Realmente no se avergüenza del poder judicial que nos impuso la 4T? Cómo se sentirían los grandes maestros como Franco Guzmán, Carranca, Burgoa Orihuela, Góngora Pimentel, que usted gran ministra y juez haya sido partícipe de este circo junto con el impresentable de Zaldívar",0,neutro o no misogino,real,,,,,,,
pinche viejilla inútil pendeja igual que la imbécil Letrina Batres que no se hagan pendejos ellos la pusieron así que en el pecado llevan la penitencia por babosos @USER @USER @USER ahora que sigue pendejos ya hundieron al País sigan con sus mamadas,1,explicita,real,,,,,,,
Estamos en la recta final del periodo ordinario.,0,neutro o no misogino,real,,,,,,,
"Es una bestia, además de burra, impresentable y fachosa. Socrosa",1,explicita,real,,,,,,,
"Ni se pregunta, claro que pueden, pero no deberían",0,neutro o no misogino,real,,,,,,,
"La iniciativa suscrita por Alfonso Ramírez Cuéllar, Olga Sánchez Cordero y Javier Corral para corregir la reforma judicial plantea su aplazamiento a 2028, eliminación del requisito de promedios y contar con una certificación de competencias emitida por la ENFJ. #ReformaJudicial",0,neutro o no misogino,real,,,,,,,
"Te haces pendeja @USER , y porqué nunca dijiste nada antes y solapaste todo para llegar a esta vergüenza de poder judicial?",1,explicita,real,,,,,,,
. La justicia del pueblo que nos entregó @USER @USER @USER que tal @USER @USER @USER,0,neutro o no misogino,real,,,,,,,
Demasiado tarde reacciona esta pendeja @USER . Se vendió a la 4T y ahora todos pagamos su traición.,1,explicita,real,,,,,,,
@USER es una basura!!!,1,explicita,real,,,,,,,
"@USER Esperamos NUNCA olvides que formaste parte de la ridiculización y degradación de la @USER La 4T se cagó en nuestras instituciones y de un poder de la unión, formaron un lamentable circo monstruosamente disfuncional, improvisado y mediocre. #SerásJuzgada",0,neutro o no misogino,real,,,,,,,
Con atentos recordatorios a la Saldivar y a los Yunes hdspm...,0,neutro o no misogino,real,,,,,,,
"@USER no tiene ninguna autoridad moral para hablar sobre la reforma judicial, después de que ella ayudó a destruir a la Suprema Corte y a la carrera judicial. Además, cínicamente disfruta de dos ingresos provenientes del erario: su pensión y su remuneración",0,neutro o no misogino,real,,,,,,,
"Nunca es tarde para reconocer los errores @USER y eso habla bien de usted, ojalá tener la oportunidad de ver una mesa de diálogo con usted, @USER @USER y otros más donde asuman esa enorme responsabilidad de subsanar el error tan atroz.",0,neutro o no misogino,real,,,,,,,
"No cabe duda !! Inteligencia NO le sobra !! O sea, es una pndejA !! Triste y patética la historia que queda grabada de la 1a mujer presidente de México !! @USER @USER @USER @USER @USER @USER @USER @USER @USER",1,explicita,real,,,,,,,
"Les comparto esta entrevista que representantes de los medios de comunicación, en @USER , me hicieron, sobre la iniciativa al fortalecimiento del Poder Judicial. m. …",0,neutro o no misogino,real,,,,,,,
Es un maquillaje pa engañar a la gente,1,explicita,real,,,,,,,
Y la traidora qué no esta en la votaciones importantes se va al baño y no vota qué tiene conseciones de agua y su hija esta en contra de la nueva corte???,1,explicita,real,,,,,,,
"La Ley del Trabajo es clarísima: la base para las indemnizaciones no debe ser menor al salario. Y si había duda, el principio pro persona obligaba a favorecer a las víctimas. En contra de la ley y la constitución, la Nueva SCJN impuso la UMA y recortó más del 60% la",0,neutro o no misogino,real,,,,,,,
Que indignante que alguien como @USER quiera contener la destrucción del Poder Judicial en México! Señora tendrá que asumir su responsabilidad histórica!,0,neutro o no misogino,real,,,,,,,
Muy tarde reconocen que la elección judicial fue un error La diputada Olga Sánchez Cordero admite que hubo renuncias tras los comicios pasados Y ahora sí buscan profesionalizar los perfiles de candidatos,0,neutro o no misogino,real,,,,,,,
Es tal el cinismo cuatrero que no les importa!,0,neutro o no misogino,real,,,,,,,
Otra lacra rata traidora más,1,explicita,real,,,,,,,
"La nueva SCJN está tomando decisiones que no resisten un análisis jurídico serio. Ese patrón no solo genera dudas sobre la idoneidad y capacidad de sus integrantes, sino también sobre su honradez, integridad, imparcialidad y las motivaciones que están detrás de sus",0,neutro o no misogino,real,,,,,,,
"Olga Sánchez Cordero, acaba de decirles BOLA DE PENDEJOS, PAYASOS y BURROS a toda la Corte del acordeón. @USER @USER y como los eligió AMLO y Claudia, pues ahí que agarren lo que les corresponde. Ella fue mascota de AMLO en 2019 en SEGOB. Ya vieron sus pendejadas.",0,neutro o no misogino,real,,,,,,,
"Terminamos la jornada de hoy en @USER aprobando el acuerdo de la JUCOPO por el que se propone al Pleno la elección de tres personas que ocuparán las consejerías electorales del Consejo General del Instituto Nacional Electoral, las personas son: Blanca Yassahara Cruz",0,neutro o no misogino,real,,,,,,,
. @USER se adelanto en el comentario y tenia razón . @USER que dirá? . @USER . @USER lo bueno es que ya esta detectado,0,neutro o no misogino,real,,,,,,,
Siguen ustedes @USER del,0,neutro o no misogino,real,,,,,,,
"Foros para la implementación del Código Nacional de Procedimientos Civiles y Familiares en el Estado de Oaxaca, felicito al poder judicial por organizar este gran evento @USER Bienvenidos a Oaxaca @USER @USER",0,neutro o no misogino,real,,,,,,,
"Disculpe, Ministra @USER , ¿le genera algo de vergüenza ser cómplice de esto?",0,neutro o no misogino,real,,,,,,,
A usted también le rebajaron sus dos pensiones a la mitad ?. Como a miles de trabajadores que solo reciben una y muy escasa. Usted es privilegiada de cuatrote.,0,neutro o no misogino,real,,,,,,,
Y a huevo @USER debe salir con su trapeador sobre los hombros. Por lo menos cuando estaba Doña @USER había conocimiento y clase.,0,neutro o no misogino,real,,,,,,,
"Evidentemente no. La pregunta más bien debería ser ¿En tiempos de la 4T es válido que cambien las reglas de la elección, a pesar de la veda electoral? Porque sabemos que estos weyes hacen lo que se les da la gana sin importarles la Constitución y la ley.",0,neutro o no misogino,real,,,,,,,
De seguro fue la presidentA @USER y @USER las que salvaron a estas mujeres y Trump les quiere robar el reconocimiento !! No ? @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER,1,explicita,real,,,,,,,
"#Análisis ¬ @USER y Alejandro @USER informan quiénes fueron las tres diputadas morenistas que votaron en contra de la Reforma Electoral, y quiénes fueron los morenistas que no asistieron a la votación, como Olga Sánchez Cordero …",0,neutro o no misogino,real,,,,,,,
"#Twiteratti Hubo tres votos de Morena en contra de la #ReformaElectoral y cuatro se ausentaron, entre ellos Olga Sánchez Cordero. La misma traidora de siempre. Jefet Huipet @USER .mx/2026/03/12/opi …",0,neutro o no misogino,real,,,,,,,
"Concluyen, los trabajos de este día, de la sesión ordinaria en @USER , donde se aprobaron once dictámenes, entre ellos, el fortalecimiento a la actividad fiscalizadora de la Auditoría Superior de la Federación para dotarla de mayores facultades en el combate a la",0,neutro o no misogino,real,,,,,,,
Comenzamos la jornada de hoy en @USER,0,neutro o no misogino,real,,,,,,,
Continuamos los trabajos en @USER,0,neutro o no misogino,real,,,,,,,
"Siempre es un gusto, regresar a mi alma mater, la @USER , a la Facultad de Derecho, a la que asistí a la presentación del libro “Hibridismo Constitucional. La Descripción de una Patología Jurídica” del doctor Eduardo Andrade Sánchez.",0,neutro o no misogino,real,,,,,,,
"La extorsión es un delito de alto impacto que hay que combatir y erradicarlo, porque impacta la vida cotidiana de las personas. Por ello, me dio gusto atestiguar el Pacto contra contra la Extorsión, encabezado por la jefa del gobierno de la Ciudad de México, Clara Brugada e",0,neutro o no misogino,real,,,,,,,
"Aprobamos por mayoría de 418 votos a favor, el 3er dictamen de esta jornada en @USER , el Dictamen con proyecto de decreto por el que se Reforma el Artículo 142 del Código Fiscal de la Federación.",0,neutro o no misogino,real,,,,,,,
"#IMPORTANTE Proponen diputados de Morena Alfonso Ramírez Cuéllar, Mariana Benítez, Olga Sánchez Cordero y el senador Javier Corral, presidente de la Comisión de Justicia, iniciativa para: POSPONER LA FECHA DE LA ELECCIÓN JUDICIAL. A JUNIO DE 2028. Certificación",0,neutro o no misogino,real,,,,,,,
"Olga Sánchez Cordero: siempre ausente en las decisiones relevantes. No fuera para proteger a notarios, porque ahí sí estaría.",0,neutro o no misogino,real,,,,,,,
Haciendo entrega del reconocimiento a la diputada Olga Sánchez Cordero Con la conferencia: CNPCyF operadores jurídicos competencias y habilidades. Gran asistencia.,0,neutro o no misogino,real,,,,,,,
"""Soy jueza por esencia"". Olga Sánchez Cordero anuncia en exclusiva a @USER su retiro para abril de 2027. Su hito: La primera sentencia de la SCJN contra un Presidente. Visión: Socialdemócrata y de equilibrios. …",0,neutro o no misogino,real,,,,,,,
"Morena propone mover la elección judicial de 2027… a 2028 La iniciativa, impulsada por figuras como Olga Sánchez Cordero, plantea cambiar el modelo: un solo comité de evaluación, más peso al Instituto Nacional Electoral y nuevos filtros técnicos para aspirantes. El",0,neutro o no misogino,real,,,,,,,
Nuevamente Olga Sánchez Cordero defiende sus intereses personales y de facción y no el interés supremo de la Transformación Se ausentó -oooootra vez- para no votar la #ReformaElectoral de la Presidenta @USER @USER debe ser SANCIONADA @USER,0,neutro o no misogino,real,,,,,,,
Ahora no te escondiste para no votar?,0,neutro o no misogino,real,,,,,,,
"La ex ministra Olga Sánchez Cordero votó a favor de eliminar las pensiones ""Doradas"" de jubilados de CFE y Pemex, la incongruencia es que ella gana nada más y nada menos que: $206.948 por su jubilación y una dieta de $79.846 por su tarea legislativa. La suma total es de",0,neutro o no misogino,real,,,,,,,
. Baia Baia Después de apoderarse del poder judicial ahora toca apoderarse del INE @USER @USER @USER @USER @USER @USER @USER @USER,0,neutro o no misogino,real,,,,,,,
"Jajajaja este país es de los mexicanos por fortuna y si no estás agusto aquí, que esperas para irte con el zanahoria, si tanto desean que invada, vete a darle besitos.",1,explicita,real,,,,,,,
"Oigan, una pregunta seria; ya pasaron varios días y la sra @USER ni sus luces! ¿Saben si Olga Sánchez Cordero seguirá defecando…. en contra del Pueblo de México, desde alguno de los baños de la Cámara de Diputados? (O espera que se enfríe la cosa y planear acción).",0,neutro o no misogino,real,,,,,,,
"El ADR 517/2011 aunque terminó en las manos de Olga Sánchez Cordero, fue obra casi enteramente de @USER . Fue la resolución final del caso de Florence Cassez que hemos estado analizando con mis alumnos de la @USER . Entre muchos otros aportes, resulta",0,neutro o no misogino,real,,,,,,,
"@USER se le recordará X ser parte d morena q mato la @USER la tradición d justicia,no perfecta pero funcional; y d Zaldivar el gran traidor vil, corrupto, miserable. Uds 2 culpables del circo d los comediantes de la @USER d acordeon y tómbola @USER @USER @USER",0,neutro o no misogino,real,,,,,,,
"@USER ser protagonista de acabar con la @USER , es odiar. México. Y pensar que está altura de @USER , @USER , @USER y @USER , qué vergüenza! Tus palabras ya no tienen valor.",0,neutro o no misogino,real,,,,,,,
Pinche viejilla corrupta.,1,explicita,real,,,,,,,
Olga es una pendeja.. he ahí la muestra de que tener carrera y estudios no quita lo idiota!!!! @USER es una estúpida,1,explicita,real,,,,,,,
"@USER Siempre la admiré como jurista. Decepción cuando ingresó a la política, abanderando un despropósito. Espero que esta ocasión recapacite por un México justo y apegado a DERECHO.",0,neutro o no misogino,real,,,,,,,
"Pues sí pero después de venderse y vender de esa forma a la patria, que se puede esperar de una persona tan miserable como @USER ? Ella impulso esa pinche mierda de Renovación al PJ, ahora de que sirve que se haga la ""ofendida"" ella y los demás saben bien que hicieron.",0,neutro o no misogino,real,,,,,,,
Muuuuuuuchas Gracias @USER Gracias Gracias @USER Gracias @USER Gracias @USER,0,neutro o no misogino,real,,,,,,,
"Desde Oaxaca le andan jugando descaradamente las contras a la Presidenta @USER . Salomón Jara recibió como reyes a Javier Corral y Olga Sanchez Cordero. Hoy ellos y la oaxaqueña Mariana Benítez presentan saltándose también a Monreal,la contrainiciativa de reforma judicial",0,neutro o no misogino,real,,,,,,,
"La van a desaparecer antes de que les caiga el Trump para deslenguarse diciendo que fue el pueblo ""soberano"" el que la tumbó. ¿Sí saben quién tendrá que shingárselos si no quiere terminar como Maduro, no? Nada sano le vendrá a México ni con los que están ni con los que impondrán.",0,neutro o no misogino,real,,,,,,,
tu y @USER y @USER se pueden ir a chingar a su madre no habrá cambios ni la puta que los pario,1,explicita,real,,,,,,,
"5. La reforma que ahora promueven personajes como Jesús Ramírez Cuevas u Olga Sánchez Cordero pretende profesionalizar a los jueces, pero preserva los mecanismos de discriminación que garanticen que sólo van a llegar al puesto aquellos a quienes la 4T apruebe.",0,neutro o no misogino,real,,,,,,,
"Exclamó el experto en burros. Rich, modernízate. Ya no hagas la ordeña a mano. El caca's te apoya.",0,neutro o no misogino,real,,,,,,,
El daño ya esta hecho @USER,0,neutro o no misogino,real,,,,,,,
"Ay @USER no será que eres igual que Olga Sánchez Cordero, de ahora en adelante, checadito",0,neutro o no misogino,real,,,,,,,
"OLGA SÁNCHEZ JUSTIFICA SU CONTRARREFORMA JUDICIAL Olga Sánchez Cordero defendió la iniciativa que presentó con otros legisladores de Morena. Dice que no busca frenar la elección popular de jueces y magistrados. Pero sí ""corregir errores de la reforma judicial"" ya",0,neutro o no misogino,real,,,,,,,
Olga Sánchez Cordero siguió la vieja traducción legislativa de esconderse a la hora buena de las votaciones. #NoMaMarx #DéjenseAhí,0,neutro o no misogino,real,,,,,,,
"Sin querer, o queriendo, la ex ministra Olga Sánchez Cordero le tira un cachetadón a la #MinistraBurra, ""Nosotros queremos que ya tengan los candidatos experiencia judicial, profesionalización y capacitación, ""una cosa es que sean MINISTRAS DEL PUEBLO y otra es que ya tengan la",1,explicita,real,,,,,,,
"Pues @USER , reclámaselo a @USER ... El fue el artífice de esa MEGAPENDEJADA.",0,neutro o no misogino,real,,,,,,,
"Sánchez Cordero, la morenista que hizo enojar a su bancada por la reforma electoral goo.su/yDiPla La ministra en retiro y hoy diputada Olga Sánchez Cordero volvió a generar polémica en Morena tras ausentarse de la votación de la reforma electoral, decisión que",0,neutro o no misogino,real,,,,,,,
¿Solo PEMEX Y CFE? ¿Por qué no toca la UNAM por ejemplo o los gobiernos locales o el INE etc o el poder judicial y a Olga Sánchez Cordero?,0,neutro o no misogino,real,,,,,,,
"Estas son las diputadas de Morena que votaron en contra de la reforma electoral: Giselle Arellano Ávila. Santy Montemayor Castillo. Alejandra Chedraui Peralta. Estos se ausentaron, sin justificación: Iván Peña. Olga Sánchez Cordero. Jesús Jimenez Qué harás @USER ?",0,neutro o no misogino,real,,,,,,,
"Olga Sánchez Cordero, Ricardo Monreal, Sergio Mayer, el PT, el Verde, Saúl Monreal… El pragmatismo siempre cobra factura!!! Por favor, que alguien tome control YA!",0,neutro o no misogino,real,,,,,,,
Le alcanzará el tiempo a @USER para siquiera iniciar a limpiar el cagadero del cual fue partícipe. Lo dudo,0,neutro o no misogino,real,,,,,,,
"Y si le sumas que solo lo hizo con algunos porque a los ministros de la antigua corte, tanto a los que tanto denostaron, como a los mezquinos de @USER y @USER junto con el apapachado ejército no les hizo nada; la doña del palacio y @USER son una",0,neutro o no misogino,real,,,,,,,
"80 Años de Examen de Oposición ""Nunca pensé en rendirme... no tenía nada que perder y, por el contrario, tenía todo para ganar"". Recordamos el histórico examen de la Dra. Olga Sánchez Cordero (23/marzo/1984), un hito de inclusión y mérito en el #CNCDMX. #80AñosExamen",0,neutro o no misogino,real,,,,,,,
Continuamos con los trabajos de este miércoles en @USER,0,neutro o no misogino,real,,,,,,,
@USER me gustaría saber si sabes redactar y contestar un informa previo o justificado @USER,0,neutro o no misogino,real,,,,,,,
Hasta @USER y qiiere poner orden con tanto oso y asno qie hay en la @USER,0,neutro o no misogino,real,,,,,,,
Para cuando la elección de fiscales? @USER @USER @USER @USER @USER @USER @USER @USER,0,neutro o no misogino,real,,,,,,,
Ahora @USER se queja?? Pues si tiene la misma capacidad que la #ministraburra o a a Tia ignorante!! Porque están en el mismo puesto!!,1,explicita,real,,,,,,,
Waooo!!! Hasta ahorita se dieron cuenta @USER ?!! Que tenemos una @USER y ministros llena de ASNOS ?!!!,0,neutro o no misogino,real,,,,,,,
"Juzgadores de calidad Eso es lo que dice, Olga Sánchez Cordero, necesita el poder judicial Aclara que no es suficiente ser ""ministros del pueblo"" Hay que tener profesionalización y capacitación #SomosRedd",0,neutro o no misogino,real,,,,,,,
¿Por qué en su momento @USER y @USER no votaron en contra de la reforma al poder judicial?,0,neutro o no misogino,real,,,,,,,
El carísimo florero @USER respira por la herida porque no resultó incluida su hija (q mucho mejor preparada q cualquiera de las basuras q conforman la ¿suprema? corte-sana,0,neutro o no misogino,real,,,,,,,
"Seguro sí, pero no lo va a reconocer porque cobra mucha lana del erario.",0,neutro o no misogino,real,,,,,,,
"Ahora resulta que @USER se arrepiente de los resultados de la reforma que se logró gracias a su participación dentro del grupo legislativo de @USER . Que se lo crea quien no la conozca, disfruta de una vida de privilegio gracias a su partido.",0,neutro o no misogino,real,,,,,,,
Olga Sánchez Cordero siempre ha Sido traidora. @USER Saquen esta vividora,0,neutro o no misogino,real,,,,,,,
Diputados de Morena que votaron en contra: 1 Alejandra Chedraui Peralta 2 Santy Montemayor Castillo 3 Giselle Yunueen Arellano Ávila Diputados de Morena ausentes (no votaron): 4 Jesús Jiménez 5 Manuel Espino 6 Olga Sánchez Cordero 7 Iván Peña Vidal #NoQueremosTRAIDORES #LOS7FUERA,0,neutro o no misogino,real,,,,,,,
"Oye @USER a qué conclusión llegaron tú y tu super amiguis @USER respecto del asesinato de Carolina Flores a manos de su suegra? Fue feminicidio? La mató por el hecho de ser mujer? No has tocado la nota ni una sola vez, que pasó ahí?",0,neutro o no misogino,real,,,,,,,
"¿Qué excusa dará Olga Sánchez Cordero por no haber ido a votar la #ReformaElectoral a la Cámara de Diputados? Se le paga y bien como para que no vaya a trabajar. Que por lo menos le dé la cara al pueblo de México, que no se esconda como con la reforma judicial.",0,neutro o no misogino,real,,,,,,,
"@USER @USER @USER es hasta estupido abrir la justicia a cualquier ignorante del derecho, pero cuando ya esta hecho el daño poner condiciones... Eso no es tener progenitora",0,neutro o no misogino,real,,,,,,,
"Ya nos acusaron en la mañanera a Olga Sanchez Cordero y a otros legisladores de Morena de abstenerse o de haber votado en contra de la reforma electoral. ""La gente va a tomar su opinión. Los diputados son libres. Quien no votó a favor no tiene esa convicción o se dejan llevar",0,neutro o no misogino,real,,,,,,,
"Hasta ahorita se da cuenta! @USER es una decepción y una vergüenza para el derecho, para las mujeres y para México Vaya decepción!",1,explicita,real,,,,,,,
"¿Y hasta ahora se da cuenta esta doñita? Ella, @USER , fue parte del problema, por gente como ella la @USER está llena de ministros burros Buenos para nada.",0,neutro o no misogino,real,,,,,,,
La diputada Olga Sánchez Cordero de Morena en su posicionamiento sobre la ley sobre feminicidio. #Video: Ivonne Cárdenas Pérez,0,neutro o no misogino,real,,,,,,,
"La diputada Olga Sánchez Cordero destacó que el éxito del #CNPCyF dependerá de quienes lo hacen posible: operadores jurídicos y ciudadanía. En el Foro Nacional #CNPCyF: Avances y Coyunturas, subrayó que este nuevo modelo exige que las personas juzgadoras conozcan a fondo los",0,neutro o no misogino,real,,,,,,,
Lo más asqueroso que verán el día de hoy. Hasta cuando se van a mantener ratas @USER @USER APESTA! Al igual que Olga Sánchez Cordero. @USER HASTA CUÁNDO? PRESIDENTA Claudia Sheinbaum @USER esos políticos cabildean para fines personales.,0,neutro o no misogino,real,,,,,,,
El chiste se cuenta solo. Con la credibilidad y honestidad que caracteriza a @USER . No pues si,0,neutro o no misogino,real,,,,,,,
"Returne, retuerne, re qué? No saben ni hablar y así son ministros @USER es un circo",1,explicita,real,,,,,,,
"Olga Sánchez Cordero. Siempre ha estado en contra del Mov de la #4T NO QUERÍA LA REFORMA JUDICIAL. Se oponía a perder sus privilegios y apoyó el nepotismo, quería a su hija de jueza de la SCJN. Ahora se ESCONDIÓ COMO RATA PARA NO VOTAR LA #ReformaElectoral Vieja Pioja Cínica!",0,neutro o no misogino,real,,,,,,,
"Durante la votación de la #ReformaElectoral, la diputada Olga Sánchez Cordero estaba en el el Recinto Legislativo pero no se presentó en el pleno “Debe ser investigada por la Comisión de Honestidad y Justicia de Morena” Señaló @USER durante el debate parlamentario",0,neutro o no misogino,real,,,,,,,
¡Movimientos internos! La diputada Olga Sánchez Cordero admitió que tras la elección de juzgadores se han registrado renuncias y cambios. Señaló que es necesario fortalecer la profesionalización en el sistema judicial.,0,neutro o no misogino,real,,,,,,,
Esta lobbyista es empleada de Olga Sánchez Cordero. Trae la agenda directa de Soros. Nuevamente están impulsando la agenda trans de subversion ideologica para desestabilizar el país y la soberanía ya muy inmunodeprimida.,1,explicita,real,,,,,,,
PRIMERO COntribuye al zurradero y luego se quiere lavar la cara @USER,0,neutro o no misogino,real,,,,,,,
"OLGA SÁNCHEZ CORDERO, ARTURO ZALDIVAR Y ANDRÉS MANUEL LÓPEZ OBRADOR GOZAN DE EXCELENTES PENSIONES DE LAS QUE NUNCA HABLA LA PRESIDENTA CON A, CLAUDIA SHEINBAUM",0,neutro o no misogino,real,,,,,,,
"Parece buena idea lo que dice Olga Sánchez Cordero, que se examinen, pero también que se vea su currículum, que no sean abogados de delincuentes, dígase miembros de la maña, que tengan carrera judicial mínimo 5 años, que no tengan antecedentes incómodos.",0,neutro o no misogino,real,,,,,,,
"Sigan destruyendo el País, ya pagarán corruptos",0,neutro o no misogino,real,,,,,,,
"Doña Olga tanto tiempo sin verla oiga acá entre nos son que nadie se entere , como ve la suprema corte , la neta la neta , que opinión le merecen, por fa no me vaya usted a salir usted no por favor, que andan en curva de aprendizaje como decía el sonzo de @USER",0,neutro o no misogino,real,,,,,,,
"Siento que en esta red social nadie se enteró de que la SCJN declaró legal el autocultivo de marihuana y que una exministra y secretaria de gobernación, Olga Sánchez Cordero, presentó una iniciativa para legalizar la marihuana en 2018. No la avalaron porque hay mucho cobarde.",0,neutro o no misogino,real,,,,,,,
"La diputada Olga Sánchez Cordero admitió que, tras la pasada elección de juzgadores, se han registrado renuncias y movimientos dentro del Poder Judicial. Impulsa la profesionalización de perfiles en el sistema judicial. @USER",0,neutro o no misogino,real,,,,,,,
"No se porque les sorprende que la señora Olga Sánchez Cordero se haya ausentado en la votación ahora en la reforma electoral, si siempre hace la misma chingader@ cada vez que se trata de definir cosas importantes a favor del pueblo.",0,neutro o no misogino,real,,,,,,,
Mira @USER tiene el mismo puesto… será porque tienen las mismas ideas y capacidades??!!,0,neutro o no misogino,real,,,,,,,
